seat number,building,date,time slot,student number
2,A,2024-05-15,10:00-12:00,S10003
74,D,2024-12-11,10:00-12:00,S10165
10,A,2024-09-12,10:00-12:00,S10165
18,A,2024-09-06,16:00-18:00,S10165
63,D,2024-12-11,8:00-10:00,S10165
78,D,2024-12-23,10:00-12:00,S10002
26,B,2024-12-24,10:00-12:00,S10002
5,A,2024-12-05,10:00-12:00,S10002
62,D,2024-02-26,14:00-16:00,S10178
41,C,2024-09-17,16:00-18:00,S10178
48,C,2024-05-25,8:00-10:00,S10178
18,A,2024-12-27,10:00-12:00,S10178
77,D,2024-09-24,14:00-16:00,S10178
28,B,2024-05-06,16:00-18:00,S10178
73,D,2024-06-24,10:00-12:00,S10178
18,A,2024-05-19,14:00-16:00,S10178
74,D,2024-05-23,16:00-18:00,S10009
19,A,2024-12-06,16:00-18:00,S10009
13,A,2024-05-03,10:00-12:00,S10134
75,D,2024-01-05,14:00-16:00,S10134
48,C,2024-01-24,10:00-12:00,S10134
26,B,2024-05-14,14:00-16:00,S10051
47,C,2024-06-23,14:00-16:00,S10051
67,D,2024-05-02,14:00-16:00,S10053
32,B,2024-09-16,14:00-16:00,S10053
11,A,2024-05-12,14:00-16:00,S10053
72,D,2024-12-04,10:00-12:00,S10053
53,C,2024-12-06,16:00-18:00,S10053
59,C,2024-05-05,14:00-16:00,S10053
23,B,2024-05-05,14:00-16:00,S10008
11,A,2024-06-24,8:00-10:00,S10008
6,A,2024-04-13,16:00-18:00,S10008
70,D,2024-02-21,16:00-18:00,S10008
42,C,2024-05-21,16:00-18:00,S10008
10,A,2024-12-07,10:00-12:00,S10008
76,D,2024-05-25,14:00-16:00,S10008
11,A,2024-12-17,10:00-12:00,S10008
16,A,2024-12-03,16:00-18:00,S10185
8,A,2024-03-16,10:00-12:00,S10185
29,B,2024-12-07,8:00-10:00,S10185
24,B,2024-11-10,14:00-16:00,S10182
74,D,2024-12-09,16:00-18:00,S10182
65,D,2024-05-10,14:00-16:00,S10182
14,A,2024-12-20,16:00-18:00,S10182
27,B,2024-12-03,10:00-12:00,S10182
78,D,2024-06-11,16:00-18:00,S10182
34,B,2024-01-16,14:00-16:00,S10182
22,B,2024-05-22,14:00-16:00,S10182
39,B,2024-12-13,14:00-16:00,S10182
6,A,2024-11-13,14:00-16:00,S10182
6,A,2024-12-28,14:00-16:00,S10182
33,B,2024-05-25,10:00-12:00,S10182
69,D,2024-04-22,10:00-12:00,S10188
29,B,2024-12-11,16:00-18:00,S10188
20,A,2024-02-07,14:00-16:00,S10188
3,A,2024-03-20,14:00-16:00,S10004
39,B,2024-12-01,14:00-16:00,S10004
55,C,2024-09-15,14:00-16:00,S10004
9,A,2024-05-11,14:00-16:00,S10004
18,A,2024-12-07,14:00-16:00,S10004
46,C,2024-12-10,10:00-12:00,S10004
19,A,2024-10-14,16:00-18:00,S10023
35,B,2024-12-24,16:00-18:00,S10023
48,C,2024-12-06,16:00-18:00,S10023
49,C,2024-12-28,16:00-18:00,S10023
60,C,2024-12-26,10:00-12:00,S10023
50,C,2024-02-15,14:00-16:00,S10023
33,B,2024-09-15,14:00-16:00,S10023
45,C,2024-05-14,16:00-18:00,S10023
20,A,2024-12-01,16:00-18:00,S10023
57,C,2024-05-26,8:00-10:00,S10023
4,A,2024-05-06,16:00-18:00,S10023
41,C,2024-05-17,10:00-12:00,S10033
12,A,2024-12-03,14:00-16:00,S10033
42,C,2024-05-16,14:00-16:00,S10033
13,A,2024-05-03,16:00-18:00,S10033
18,A,2024-11-03,14:00-16:00,S10033
38,B,2024-01-06,16:00-18:00,S10033
28,B,2024-05-17,16:00-18:00,S10033
57,C,2024-08-05,16:00-18:00,S10033
64,D,2024-12-01,8:00-10:00,S10033
37,B,2024-11-05,14:00-16:00,S10033
80,D,2024-05-07,10:00-12:00,S10177
73,D,2024-10-27,16:00-18:00,S10177
34,B,2024-05-26,14:00-16:00,S10177
9,A,2024-03-25,16:00-18:00,S10177
52,C,2024-01-18,10:00-12:00,S10177
2,A,2024-06-16,14:00-16:00,S10177
74,D,2024-10-11,8:00-10:00,S10177
62,D,2024-05-10,14:00-16:00,S10177
29,B,2024-03-22,8:00-10:00,S10177
77,D,2024-12-14,14:00-16:00,S10177
50,C,2024-03-19,16:00-18:00,S10177
28,B,2024-04-19,14:00-16:00,S10177
66,D,2024-05-03,14:00-16:00,S10177
11,A,2024-08-18,10:00-12:00,S10181
62,D,2024-11-28,14:00-16:00,S10181
25,B,2024-09-16,10:00-12:00,S10181
32,B,2024-08-18,8:00-10:00,S10181
70,D,2024-05-15,8:00-10:00,S10181
19,A,2024-05-19,14:00-16:00,S10181
66,D,2024-08-05,10:00-12:00,S10181
2,A,2024-05-09,16:00-18:00,S10181
47,C,2024-05-01,10:00-12:00,S10090
35,B,2024-05-03,14:00-16:00,S10090
62,D,2024-08-12,10:00-12:00,S10090
24,B,2024-05-10,14:00-16:00,S10090
31,B,2024-12-24,10:00-12:00,S10090
71,D,2024-02-17,10:00-12:00,S10090
74,D,2024-07-06,10:00-12:00,S10148
14,A,2024-12-13,14:00-16:00,S10090
19,A,2024-05-11,16:00-18:00,S10090
15,A,2024-10-01,14:00-16:00,S10090
61,D,2024-11-25,14:00-16:00,S10090
74,D,2024-01-13,10:00-12:00,S10090
57,C,2024-05-25,16:00-18:00,S10090
64,D,2024-10-07,14:00-16:00,S10090
5,A,2024-05-12,14:00-16:00,S10052
15,A,2024-12-24,14:00-16:00,S10052
69,D,2024-05-28,14:00-16:00,S10052
20,A,2024-03-18,14:00-16:00,S10052
62,D,2024-07-07,14:00-16:00,S10193
6,A,2024-05-06,14:00-16:00,S10052
67,D,2024-07-07,8:00-10:00,S10047
64,D,2024-11-09,8:00-10:00,S10052
51,C,2024-12-21,14:00-16:00,S10052
52,C,2024-03-21,16:00-18:00,S10052
61,D,2024-03-01,14:00-16:00,S10052
41,C,2024-05-23,16:00-18:00,S10143
7,A,2024-10-15,10:00-12:00,S10143
9,A,2024-05-05,16:00-18:00,S10143
6,A,2024-12-05,16:00-18:00,S10143
3,A,2024-10-21,16:00-18:00,S10143
48,C,2024-12-14,14:00-16:00,S10143
40,B,2024-05-04,14:00-16:00,S10143
26,B,2024-09-23,10:00-12:00,S10143
49,C,2024-05-27,16:00-18:00,S10143
6,A,2024-12-04,14:00-16:00,S10143
35,B,2024-12-14,16:00-18:00,S10036
6,A,2024-11-01,14:00-16:00,S10036
75,D,2024-02-13,14:00-16:00,S10036
14,A,2024-06-08,8:00-10:00,S10036
30,B,2024-10-04,14:00-16:00,S10036
71,D,2024-10-26,14:00-16:00,S10036
30,B,2024-05-10,14:00-16:00,S10036
1,A,2024-12-23,14:00-16:00,S10036
18,A,2024-03-20,14:00-16:00,S10036
6,A,2024-01-01,16:00-18:00,S10036
20,A,2024-12-14,10:00-12:00,S10036
39,B,2024-10-06,14:00-16:00,S10036
72,D,2024-12-17,16:00-18:00,S10042
33,B,2024-04-19,8:00-10:00,S10042
10,A,2024-12-15,14:00-16:00,S10042
33,B,2024-12-25,14:00-16:00,S10042
14,A,2024-12-13,16:00-18:00,S10075
47,C,2024-09-07,8:00-10:00,S10075
67,D,2024-10-01,10:00-12:00,S10075
7,A,2024-12-13,14:00-16:00,S10075
60,C,2024-05-03,14:00-16:00,S10075
38,B,2024-05-18,16:00-18:00,S10075
75,D,2024-02-26,14:00-16:00,S10075
24,B,2024-06-05,14:00-16:00,S10075
23,B,2024-09-25,14:00-16:00,S10075
47,C,2024-05-16,16:00-18:00,S10085
78,D,2024-11-22,10:00-12:00,S10085
61,D,2024-12-25,8:00-10:00,S10085
54,C,2024-05-03,14:00-16:00,S10085
60,C,2024-04-25,14:00-16:00,S10085
71,D,2024-08-05,16:00-18:00,S10085
44,C,2024-05-10,14:00-16:00,S10085
30,B,2024-12-19,14:00-16:00,S10085
12,A,2024-04-07,14:00-16:00,S10085
39,B,2024-10-18,10:00-12:00,S10085
75,D,2024-12-25,16:00-18:00,S10142
68,D,2024-12-15,10:00-12:00,S10142
39,B,2024-12-01,10:00-12:00,S10142
8,A,2024-09-01,8:00-10:00,S10142
22,B,2024-05-16,14:00-16:00,S10142
72,D,2024-07-07,14:00-16:00,S10041
9,A,2024-10-16,14:00-16:00,S10142
47,C,2024-02-24,10:00-12:00,S10142
55,C,2024-11-25,10:00-12:00,S10142
48,C,2024-05-21,14:00-16:00,S10142
1,A,2024-09-25,8:00-10:00,S10142
23,B,2024-12-09,10:00-12:00,S10142
16,A,2024-05-06,14:00-16:00,S10025
35,B,2024-05-08,8:00-10:00,S10025
56,C,2024-01-25,14:00-16:00,S10025
37,B,2024-05-08,8:00-10:00,S10025
31,B,2024-01-20,16:00-18:00,S10025
49,C,2024-09-06,16:00-18:00,S10025
43,C,2024-12-06,10:00-12:00,S10025
79,D,2024-04-21,16:00-18:00,S10025
68,D,2024-03-07,16:00-18:00,S10025
25,B,2024-09-08,16:00-18:00,S10025
37,B,2024-12-21,16:00-18:00,S10025
34,B,2024-05-18,14:00-16:00,S10025
22,B,2024-02-20,14:00-16:00,S10025
24,B,2024-08-05,14:00-16:00,S10025
26,B,2024-08-12,14:00-16:00,S10129
1,A,2024-01-02,8:00-10:00,S10129
38,B,2024-10-14,10:00-12:00,S10129
22,B,2024-12-22,16:00-18:00,S10129
61,D,2024-08-04,14:00-16:00,S10129
66,D,2024-05-12,14:00-16:00,S10129
61,D,2024-05-26,14:00-16:00,S10129
11,A,2024-06-09,14:00-16:00,S10129
18,A,2024-06-09,10:00-12:00,S10129
1,A,2024-06-03,14:00-16:00,S10129
9,A,2024-11-28,10:00-12:00,S10129
22,B,2024-01-01,10:00-12:00,S10129
14,A,2024-10-27,14:00-16:00,S10084
73,D,2024-12-10,16:00-18:00,S10084
41,C,2024-01-16,14:00-16:00,S10084
74,D,2024-01-08,16:00-18:00,S10084
3,A,2024-12-16,8:00-10:00,S10084
52,C,2024-03-07,8:00-10:00,S10084
12,A,2024-01-01,8:00-10:00,S10064
75,D,2024-01-01,10:00-12:00,S10079
73,D,2024-01-01,10:00-12:00,S10090
68,D,2024-01-01,10:00-12:00,S10127
6,A,2024-01-01,14:00-16:00,S10095
77,D,2024-01-01,14:00-16:00,S10117
52,C,2024-01-01,16:00-18:00,S10195
7,A,2024-01-01,16:00-18:00,S10124
22,B,2024-01-11,8:00-10:00,S10095
25,B,2024-01-11,10:00-12:00,S10164
14,A,2024-01-11,10:00-12:00,S10004
59,C,2024-01-11,10:00-12:00,S10099
5,A,2024-01-11,14:00-16:00,S10071
4,A,2024-01-21,14:00-16:00,S10197
19,A,2024-01-21,14:00-16:00,S10053
27,B,2024-01-21,16:00-18:00,S10007
44,C,2024-01-21,16:00-18:00,S10086
72,D,2024-01-31,8:00-10:00,S10105
63,D,2024-01-31,10:00-12:00,S10026
48,C,2024-01-31,10:00-12:00,S10074
50,C,2024-01-31,10:00-12:00,S10032
2,A,2024-01-31,14:00-16:00,S10142
74,D,2024-01-31,14:00-16:00,S10123
40,B,2024-01-31,14:00-16:00,S10080
67,D,2024-01-31,16:00-18:00,S10029
53,C,2024-01-31,16:00-18:00,S10041
51,C,2024-02-10,8:00-10:00,S10056
46,C,2024-02-10,10:00-12:00,S10022
74,D,2024-02-10,10:00-12:00,S10146
47,C,2024-02-10,10:00-12:00,S10075
38,B,2024-02-10,14:00-16:00,S10003
13,A,2024-02-10,14:00-16:00,S10100
41,C,2024-02-10,14:00-16:00,S10032
71,D,2024-02-10,16:00-18:00,S10182
72,D,2024-02-10,16:00-18:00,S10046
52,C,2024-02-10,16:00-18:00,S10137
2,A,2024-02-20,8:00-10:00,S10116
54,C,2024-02-20,10:00-12:00,S10053
19,A,2024-02-20,10:00-12:00,S10030
74,D,2024-02-20,10:00-12:00,S10200
65,D,2024-02-20,14:00-16:00,S10181
78,D,2024-02-20,14:00-16:00,S10121
2,A,2024-02-20,16:00-18:00,S10097
5,A,2024-02-20,16:00-18:00,S10024
78,D,2024-02-20,16:00-18:00,S10022
69,D,2024-03-01,8:00-10:00,S10073
77,D,2024-03-01,10:00-12:00,S10157
79,D,2024-03-01,10:00-12:00,S10145
26,B,2024-03-01,10:00-12:00,S10196
66,D,2024-03-01,14:00-16:00,S10038
39,B,2024-03-01,14:00-16:00,S10028
42,C,2024-03-01,16:00-18:00,S10098
3,A,2024-03-01,16:00-18:00,S10002
61,D,2024-03-01,16:00-18:00,S10171
19,A,2024-03-11,8:00-10:00,S10090
36,B,2024-03-11,10:00-12:00,S10137
65,D,2024-03-11,10:00-12:00,S10010
39,B,2024-03-11,10:00-12:00,S10148
70,D,2024-03-11,14:00-16:00,S10064
59,C,2024-03-11,14:00-16:00,S10185
64,D,2024-03-11,14:00-16:00,S10167
63,D,2024-03-11,16:00-18:00,S10070
22,B,2024-03-11,16:00-18:00,S10033
3,A,2024-03-11,16:00-18:00,S10069
44,C,2024-03-21,8:00-10:00,S10076
40,B,2024-03-21,10:00-12:00,S10008
42,C,2024-03-21,10:00-12:00,S10062
25,B,2024-03-21,10:00-12:00,S10130
29,B,2024-03-21,14:00-16:00,S10147
73,D,2024-03-21,14:00-16:00,S10171
10,A,2024-03-21,14:00-16:00,S10199
6,A,2024-03-21,16:00-18:00,S10030
11,A,2024-03-21,16:00-18:00,S10123
46,C,2024-03-21,16:00-18:00,S10099
25,B,2024-03-31,8:00-10:00,S10105
29,B,2024-03-31,10:00-12:00,S10076
9,A,2024-03-31,10:00-12:00,S10018
47,C,2024-03-31,10:00-12:00,S10015
56,C,2024-03-31,14:00-16:00,S10185
70,D,2024-03-31,14:00-16:00,S10097
69,D,2024-03-31,14:00-16:00,S10197
24,B,2024-03-31,16:00-18:00,S10036
7,A,2024-03-31,16:00-18:00,S10166
28,B,2024-03-31,16:00-18:00,S10052
67,D,2024-04-10,8:00-10:00,S10166
52,C,2024-04-10,10:00-12:00,S10012
63,D,2024-04-10,10:00-12:00,S10124
36,B,2024-04-10,10:00-12:00,S10135
75,D,2024-04-10,14:00-16:00,S10008
38,B,2024-04-10,14:00-16:00,S10109
25,B,2024-04-10,14:00-16:00,S10027
51,C,2024-04-10,16:00-18:00,S10031
27,B,2024-04-10,16:00-18:00,S10098
65,D,2024-04-20,8:00-10:00,S10114
24,B,2024-04-20,10:00-12:00,S10101
47,C,2024-04-20,10:00-12:00,S10120
37,B,2024-04-20,10:00-12:00,S10186
6,A,2024-04-20,14:00-16:00,S10021
15,A,2024-04-20,14:00-16:00,S10116
55,C,2024-04-20,14:00-16:00,S10036
53,C,2024-04-20,16:00-18:00,S10023
60,C,2024-04-20,16:00-18:00,S10063
41,C,2024-04-20,16:00-18:00,S10102
51,C,2024-04-30,8:00-10:00,S10176
47,C,2024-04-30,10:00-12:00,S10158
40,B,2024-04-30,10:00-12:00,S10134
14,A,2024-04-30,10:00-12:00,S10113
1,A,2024-04-30,14:00-16:00,S10072
44,C,2024-04-30,14:00-16:00,S10099
57,C,2024-04-30,14:00-16:00,S10170
43,C,2024-04-30,16:00-18:00,S10153
35,B,2024-04-30,16:00-18:00,S10110
24,B,2024-04-30,16:00-18:00,S10020
14,A,2024-05-10,8:00-10:00,S10132
79,D,2024-05-10,10:00-12:00,S10064
74,D,2024-05-10,10:00-12:00,S10021
76,D,2024-05-10,10:00-12:00,S10031
53,C,2024-05-10,14:00-16:00,S10120
36,B,2024-05-10,14:00-16:00,S10002
75,D,2024-05-10,14:00-16:00,S10184
28,B,2024-05-10,16:00-18:00,S10106
7,A,2024-05-10,16:00-18:00,S10040
47,C,2024-05-10,16:00-18:00,S10083
6,A,2024-05-20,8:00-10:00,S10126
22,B,2024-05-20,10:00-12:00,S10010
7,A,2024-05-20,10:00-12:00,S10018
57,C,2024-05-20,10:00-12:00,S10164
74,D,2024-05-20,14:00-16:00,S10154
36,B,2024-05-20,14:00-16:00,S10184
54,C,2024-05-20,16:00-18:00,S10141
20,A,2024-05-20,16:00-18:00,S10173
24,B,2024-05-30,8:00-10:00,S10069
31,B,2024-05-30,10:00-12:00,S10078
39,B,2024-05-30,10:00-12:00,S10134
23,B,2024-05-30,10:00-12:00,S10104
78,D,2024-05-30,14:00-16:00,S10182
43,C,2024-05-30,14:00-16:00,S10018
40,B,2024-05-30,14:00-16:00,S10140
1,A,2024-05-30,16:00-18:00,S10160
78,D,2024-05-30,16:00-18:00,S10015
74,D,2024-05-30,16:00-18:00,S10134
40,B,2024-06-09,8:00-10:00,S10059
43,C,2024-06-09,10:00-12:00,S10180
5,A,2024-06-09,10:00-12:00,S10188
61,D,2024-06-09,10:00-12:00,S10175
2,A,2024-06-09,14:00-16:00,S10165
77,D,2024-06-09,14:00-16:00,S10027
46,C,2024-06-09,16:00-18:00,S10046
28,B,2024-06-09,16:00-18:00,S10176
34,B,2024-06-09,16:00-18:00,S10189
26,B,2024-06-19,8:00-10:00,S10099
21,B,2024-06-19,10:00-12:00,S10121
51,C,2024-06-19,10:00-12:00,S10172
13,A,2024-06-19,10:00-12:00,S10057
56,C,2024-06-19,14:00-16:00,S10128
41,C,2024-06-19,14:00-16:00,S10084
27,B,2024-06-19,14:00-16:00,S10100
58,C,2024-06-19,16:00-18:00,S10138
19,A,2024-06-19,16:00-18:00,S10183
12,A,2024-06-19,16:00-18:00,S10077
35,B,2024-06-29,8:00-10:00,S10163
50,C,2024-06-29,10:00-12:00,S10099
16,A,2024-06-29,10:00-12:00,S10100
63,D,2024-06-29,10:00-12:00,S10025
66,D,2024-06-29,14:00-16:00,S10190
78,D,2024-06-29,14:00-16:00,S10006
72,D,2024-06-29,14:00-16:00,S10005
29,B,2024-06-29,16:00-18:00,S10043
61,D,2024-06-29,16:00-18:00,S10017
22,B,2024-06-29,16:00-18:00,S10069
73,D,2024-07-09,10:00-12:00,S10164
62,D,2024-07-09,14:00-16:00,S10109
67,D,2024-07-19,14:00-16:00,S10057
76,D,2024-07-19,10:00-12:00,S10166
61,D,2024-07-20,16:00-18:00,S10116
65,D,2024-07-22,14:00-16:00,S10065
76,D,2024-07-22,16:00-18:00,S10032
73,D,2024-07-24,14:00-16:00,S10174
75,D,2024-07-25,14:00-16:00,S10174
61,D,2024-07-25,14:00-16:00,S10163
74,D,2024-07-26,16:00-18:00,S10166
80,D,2024-07-26,10:00-12:00,S10012
71,D,2024-07-26,16:00-18:00,S10171
72,D,2024-07-26,14:00-16:00,S10178
72,D,2024-07-27,14:00-16:00,S10074
73,D,2024-07-27,8:00-10:00,S10163
68,D,2024-07-28,14:00-16:00,S10110
77,D,2024-07-29,8:00-10:00,S10030
79,D,2024-07-29,10:00-12:00,S10163
64,D,2024-08-08,8:00-10:00,S10169
35,B,2024-08-08,10:00-12:00,S10027
65,D,2024-08-08,10:00-12:00,S10176
12,A,2024-08-28,10:00-12:00,S10053
51,C,2024-08-28,14:00-16:00,S10195
21,B,2024-08-28,14:00-16:00,S10092
75,D,2024-08-28,16:00-18:00,S10012
65,D,2024-08-28,16:00-18:00,S10076
22,B,2024-08-28,16:00-18:00,S10015
34,B,2024-09-07,8:00-10:00,S10047
21,B,2024-09-07,10:00-12:00,S10024
9,A,2024-09-07,16:00-18:00,S10044
71,D,2024-09-17,8:00-10:00,S10146
20,A,2024-09-17,10:00-12:00,S10090
69,D,2024-09-17,10:00-12:00,S10137
74,D,2024-09-17,10:00-12:00,S10051
45,C,2024-09-17,14:00-16:00,S10161
30,B,2024-09-17,14:00-16:00,S10010
52,C,2024-09-17,14:00-16:00,S10101
69,D,2024-09-17,16:00-18:00,S10023
52,C,2024-09-17,16:00-18:00,S10054
42,C,2024-09-17,16:00-18:00,S10187
36,B,2024-09-27,8:00-10:00,S10138
4,A,2024-09-27,10:00-12:00,S10033
78,D,2024-09-27,10:00-12:00,S10027
46,C,2024-09-27,10:00-12:00,S10023
16,A,2024-09-27,14:00-16:00,S10061
18,A,2024-09-27,14:00-16:00,S10033
23,B,2024-09-27,14:00-16:00,S10155
59,C,2024-09-27,16:00-18:00,S10047
56,C,2024-09-27,16:00-18:00,S10117
75,D,2024-09-27,16:00-18:00,S10013
19,A,2024-10-07,8:00-10:00,S10016
6,A,2024-10-07,10:00-12:00,S10122
59,C,2024-10-07,10:00-12:00,S10061
10,A,2024-10-07,10:00-12:00,S10171
65,D,2024-10-07,14:00-16:00,S10149
60,C,2024-10-07,14:00-16:00,S10192
54,C,2024-10-07,14:00-16:00,S10198
63,D,2024-10-07,16:00-18:00,S10105
80,D,2024-10-07,16:00-18:00,S10039
68,D,2024-10-07,16:00-18:00,S10191
43,C,2024-10-17,8:00-10:00,S10054
73,D,2024-10-17,10:00-12:00,S10120
64,D,2024-10-17,10:00-12:00,S10137
2,A,2024-10-17,10:00-12:00,S10133
39,B,2024-10-17,14:00-16:00,S10054
74,D,2024-10-17,14:00-16:00,S10185
7,A,2024-10-17,14:00-16:00,S10165
79,D,2024-10-17,16:00-18:00,S10086
71,D,2024-10-17,16:00-18:00,S10093
35,B,2024-10-17,16:00-18:00,S10159
18,A,2024-10-27,8:00-10:00,S10177
55,C,2024-10-27,10:00-12:00,S10086
74,D,2024-10-27,10:00-12:00,S10148
78,D,2024-10-27,10:00-12:00,S10042
40,B,2024-10-27,14:00-16:00,S10120
70,D,2024-10-27,14:00-16:00,S10050
8,A,2024-10-27,16:00-18:00,S10057
1,A,2024-10-27,16:00-18:00,S10142
68,D,2024-10-27,16:00-18:00,S10116
76,D,2024-11-06,8:00-10:00,S10057
36,B,2024-11-06,10:00-12:00,S10092
65,D,2024-11-06,10:00-12:00,S10156
51,C,2024-11-06,10:00-12:00,S10041
25,B,2024-11-06,14:00-16:00,S10021
12,A,2024-11-06,14:00-16:00,S10076
53,C,2024-11-06,16:00-18:00,S10077
2,A,2024-11-06,16:00-18:00,S10019
54,C,2024-11-06,16:00-18:00,S10015
15,A,2024-11-16,8:00-10:00,S10190
70,D,2024-11-16,10:00-12:00,S10185
15,A,2024-11-16,10:00-12:00,S10078
80,D,2024-11-16,10:00-12:00,S10011
65,D,2024-11-16,14:00-16:00,S10175
29,B,2024-11-16,14:00-16:00,S10153
67,D,2024-11-16,14:00-16:00,S10108
5,A,2024-11-16,16:00-18:00,S10110
44,C,2024-11-16,16:00-18:00,S10163
46,C,2024-11-16,16:00-18:00,S10139
29,B,2024-11-26,8:00-10:00,S10003
32,B,2024-11-26,10:00-12:00,S10164
36,B,2024-11-26,10:00-12:00,S10029
69,D,2024-11-26,10:00-12:00,S10058
11,A,2024-11-26,14:00-16:00,S10065
1,A,2024-11-26,14:00-16:00,S10034
52,C,2024-11-26,14:00-16:00,S10004
36,B,2024-11-26,16:00-18:00,S10090
74,D,2024-11-26,16:00-18:00,S10172
41,C,2024-11-26,16:00-18:00,S10160
36,B,2024-12-06,8:00-10:00,S10037
66,D,2024-12-06,10:00-12:00,S10185
23,B,2024-12-06,10:00-12:00,S10147
16,A,2024-12-06,10:00-12:00,S10171
33,B,2024-12-06,14:00-16:00,S10038
52,C,2024-12-06,14:00-16:00,S10115
56,C,2024-12-06,16:00-18:00,S10038
57,C,2024-12-06,16:00-18:00,S10134
40,B,2024-12-16,8:00-10:00,S10111
31,B,2024-12-16,10:00-12:00,S10016
54,C,2024-12-16,10:00-12:00,S10057
6,A,2024-12-16,10:00-12:00,S10167
13,A,2024-12-16,14:00-16:00,S10149
76,D,2024-12-16,14:00-16:00,S10032
67,D,2024-12-16,16:00-18:00,S10021
63,D,2024-12-26,8:00-10:00,S10135
4,A,2024-12-26,10:00-12:00,S10111
20,A,2024-12-26,10:00-12:00,S10062
32,B,2024-12-26,10:00-12:00,S10070
18,A,2024-12-26,14:00-16:00,S10198
71,D,2024-12-26,14:00-16:00,S10008
32,B,2024-12-26,14:00-16:00,S10013
34,B,2024-12-26,16:00-18:00,S10111
14,A,2024-12-26,16:00-18:00,S10100
46,C,2024-12-26,16:00-18:00,S10060
"[12, 'A', '2024-04-13', '8:00-10:00', 'S10127']","[41, 'C', '2024-02-19', '14:00-16:00', 'S10127']","[71, 'D', '2024-05-05', '16:00-18:00', 'S10127']","[35, 'B', '2024-01-11', '10:00-12:00', 'S10127']","[54, 'C', '2024-05-15', '16:00-18:00', 'S10127']"
60,C,2024-12-21,8:00-10:00,S10010
40,B,2024-12-19,20:00-22:00,S10001
79,D,2024-12-20,10:00-12:00,S10001
